persona,topic,engine,format_id,binding_exists,arc_exists,story_count,band_counts,required_bands_missing,min_depth_satisfied,last_story_update,risk,deficit_codes
corporate_managers,anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,anxiety,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,boundaries,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959083.7025936,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,boundaries,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959112.4429169,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,boundaries,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959056.5330238,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,burnout,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958797.5753148,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,burnout,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958692.9066594,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,burnout,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958741.8752308,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,compassion_fatigue,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959524.3749094,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,compassion_fatigue,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959567.658138,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,compassion_fatigue,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959601.1492403,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,courage,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,courage,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,courage,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,depression,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959639.154707,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,depression,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959672.9784482,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,depression,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959702.33998,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958852.2568226,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958946.995839,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958902.6004355,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_stress,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_stress,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,financial_stress,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,grief,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959729.6728997,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,grief,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959751.4659004,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,imposter_syndrome,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959024.764638,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,imposter_syndrome,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958984.86413,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,overthinking,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959782.1811693,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,overthinking,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959809.0711586,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,overthinking,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959829.6909738,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,self_worth,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959850.8425925,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,self_worth,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959872.2206962,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,sleep_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959895.1012757,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,sleep_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959917.2061305,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,sleep_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959936.86228,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,social_anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959956.282969,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,social_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959975.6365106,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,social_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959993.5054064,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,somatic_healing,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771960011.4426699,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
corporate_managers,somatic_healing,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771960029.3832557,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
educators,anxiety,overwhelm,F006,True,True,20,"{""1"": 5, ""2"": 5, ""3"": 5, ""4"": 5}",[],True,1771893585.6041975,GREEN,[]
entrepreneurs,anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,anxiety,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,boundaries,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958325.2015874,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,boundaries,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958353.584472,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,boundaries,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958299.1054585,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,burnout,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958102.702077,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,burnout,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958030.771945,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,burnout,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958067.1377127,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,compassion_fatigue,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959544.395978,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,compassion_fatigue,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959593.0491788,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,compassion_fatigue,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959635.8037026,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,courage,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,courage,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,courage,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,depression,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959672.8718176,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,depression,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959706.8608987,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,depression,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959735.0510988,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958138.3670235,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958209.374825,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958176.58249,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_stress,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_stress,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,financial_stress,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,grief,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959762.449425,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,grief,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959785.0450635,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,imposter_syndrome,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958269.9583669,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,imposter_syndrome,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958240.360851,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,overthinking,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959230.1202486,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,overthinking,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959177.0542839,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,overthinking,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959201.6520684,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,self_worth,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959814.1010525,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,self_worth,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959840.5732636,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,sleep_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959255.781975,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,sleep_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959305.3265157,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,sleep_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959283.8420196,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,social_anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959865.2752967,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,social_anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959326.610333,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,social_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959353.751033,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,somatic_healing,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959889.8343039,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
entrepreneurs,somatic_healing,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959910.7790244,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,anxiety,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,boundaries,comparison,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959226.325093,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,boundaries,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959257.8331158,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,boundaries,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959196.2605722,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,burnout,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958932.7536879,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,burnout,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958797.730179,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,burnout,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958864.0272303,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,compassion_fatigue,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959495.5823748,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,compassion_fatigue,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959515.2045667,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,compassion_fatigue,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959533.8473122,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,courage,false_alarm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,courage,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,courage,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,depression,grief,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959550.6580167,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,depression,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959568.3849638,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,depression,watcher,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959584.5972264,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,financial_anxiety,overwhelm,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771958996.0635068,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,financial_anxiety,shame,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959092.746018,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
first_responders,financial_anxiety,spiral,F006,True,True,0,{},"[1, 2, 3, 4, 5]",False,1771959047.9622438,RED,"[""NO_STORY_POOL"", ""BAND_DEFICIT""]"
